	Index	Sequence	Path_Delay	Logic_Delay	Net_Delay	Logic_to_Net_Ratio	Slice_LUTs	LUTs_as_Memory	LUTs_as_Logic	RegsFF	RegsLatch	ABC_Delay	ABC_Area	Benchmark	Previous	Final_Pass	Improvement
2584	2584	['&if -W 300 -y -K 6', '&b', '&syn3']	22.416	4.843(22%)	17.573(78%)	22.0	7370.0	0.0	7370.0	2784.0	0.0	2414.0	7259.0	armcore	['&if -W 300 -y -K 6', '&b']	&syn3	3.134999999999998
2585	2585	['&synch2', '&b', '&syn3']	20.461	4.577(23%)	15.884(77%)	23.0	7260.0	0.0	7260.0	2784.0	0.0	2414.0	7202.0	armcore	['&synch2', '&b']	&syn3	-1.568999999999999
2586	2586	['&dch', '&b', '&syn3']	23.458000000000002	5.091(22%)	18.367(78%)	22.0	7321.0	0.0	7321.0	2784.0	0.0	2414.0	7690.0	armcore	['&dch', '&b']	&syn3	-0.6430000000000007
2587	2587	['&dch -f', '&b', '&syn3']	21.846	4.595(22%)	17.251(78%)	22.0	7234.0	0.0	7234.0	2784.0	0.0	2414.0	7233.0	armcore	['&dch -f', '&b']	&syn3	1.783999999999999
2588	2588	['&dch -f', '&syn4']	19.491	4.276(22%)	15.215(78%)	22.0	7545.0	0.0	7545.0	2784.0	0.0	2414.0	7229.0	armcore	['&dch -f']	&syn4	5.120999999999999
2589	2589	['&if -W 300 -K 6 -v', '&mfs', '&st', '&b', '&syn3']	23.171	5.091(22%)	18.080(78%)	22.0	7228.0	0.0	7228.0	2784.0	0.0	2414.0	7263.0	armcore	['&if -W 300 -K 6 -v', '&mfs', '&st', '&b']	&syn3	-0.8640000000000008
2590	2590	['&if -W 300 -K 6 -v', '&st', '&b', '&syn3']	21.322	4.595(22%)	16.727(78%)	22.0	7276.0	0.0	7276.0	2784.0	0.0	2414.0	7341.0	armcore	['&if -W 300 -K 6 -v', '&st', '&b']	&syn3	1.8030000000000008
2591	2591	['&dc2', '&b -d', '&syn3']	22.941	4.967(22%)	17.974(78%)	22.0	7361.0	0.0	7361.0	2784.0	0.0	2414.0	7235.0	armcore	['&dc2', '&b -d']	&syn3	0.6930000000000014
2592	2592	['&syn2', '&b -d', '&syn3']	20.344	4.524(23%)	15.820(77%)	23.0	7291.0	0.0	7291.0	2784.0	0.0	2414.0	7233.0	armcore	['&syn2', '&b -d']	&syn3	0.0
2593	2593	['&syn3', '&b -d', '&syn3']	21.750999999999998	4.719(22%)	17.032(78%)	22.0	7213.0	0.0	7213.0	2784.0	0.0	2414.0	7181.0	armcore	['&syn3', '&b -d']	&syn3	-0.3549999999999969
2594	2594	['&syn4', '&b -d', '&syn3']	19.825	4.223(22%)	15.602(78%)	22.0	7799.0	0.0	7799.0	2784.0	0.0	2414.0	7208.0	armcore	['&syn4', '&b -d']	&syn3	0.916999999999998
2595	2595	['&b', '&b -d', '&syn3']	22.85	4.967(22%)	17.883(78%)	22.0	7258.0	0.0	7258.0	2784.0	0.0	2414.0	7221.0	armcore	['&b', '&b -d']	&syn3	-0.9310000000000009
2596	2596	['&b -d', '&b -d', '&syn3']	21.872	4.719(22%)	17.153(78%)	22.0	7248.0	0.0	7248.0	2784.0	0.0	2414.0	7247.0	armcore	['&b -d', '&b -d']	&syn3	-1.4849999999999994
2597	2597	['&if -W 300 -x -K 6', '&b -d', '&syn3']	20.941999999999997	4.613(23%)	16.329(77%)	23.0	7287.0	0.0	7287.0	2784.0	0.0	2414.0	7318.0	armcore	['&if -W 300 -x -K 6', '&b -d']	&syn3	0.0
2598	2598	['&if -W 300 -g -K 6', '&b -d', '&syn3']	21.866999999999997	4.595(22%)	17.272(78%)	22.0	7265.0	0.0	7265.0	2784.0	0.0	2414.0	7223.0	armcore	['&if -W 300 -g -K 6', '&b -d']	&syn3	0.0
2599	2599	['&if -W 300 -K 6 -v', '&mfs', '&st', '&syn4']	20.038	4.347(22%)	15.691(78%)	22.0	7837.0	0.0	7837.0	2784.0	0.0	2414.0	7203.0	armcore	['&if -W 300 -K 6 -v', '&mfs', '&st']	&syn4	3.8150000000000013
2600	2600	['&if -W 300 -y -K 6', '&b -d', '&syn3']	23.239	5.091(22%)	18.148(78%)	22.0	7376.0	0.0	7376.0	2784.0	0.0	2414.0	7625.0	armcore	['&if -W 300 -y -K 6', '&b -d']	&syn3	0.0
2601	2601	['&synch2', '&b -d', '&syn3']	20.461	4.577(23%)	15.884(77%)	23.0	7269.0	0.0	7269.0	2784.0	0.0	2414.0	7337.0	armcore	['&synch2', '&b -d']	&syn3	0.4880000000000031
2602	2602	['&dch', '&b -d', '&syn3']	22.949	4.967(22%)	17.982(78%)	22.0	7311.0	0.0	7311.0	2784.0	0.0	2414.0	7307.0	armcore	['&dch', '&b -d']	&syn3	-2.105999999999998
2603	2603	['&dch -f', '&b -d', '&syn3']	22.416999999999998	4.719(22%)	17.698(78%)	22.0	7236.0	0.0	7236.0	2784.0	0.0	2878.0	7222.0	armcore	['&dch -f', '&b -d']	&syn3	-0.5229999999999961
2604	2604	['&if -W 300 -K 6 -v', '&mfs', '&st', '&b -d', '&syn3']	23.173000000000002	5.091(22%)	18.082(78%)	22.0	7221.0	0.0	7221.0	2784.0	0.0	2414.0	7258.0	armcore	['&if -W 300 -K 6 -v', '&mfs', '&st', '&b -d']	&syn3	-0.3420000000000023
2605	2605	['&if -W 300 -K 6 -v', '&st', '&b -d', '&syn3']	22.309	4.843(22%)	17.466(78%)	22.0	7269.0	0.0	7269.0	2784.0	0.0	2414.0	7248.0	armcore	['&if -W 300 -K 6 -v', '&st', '&b -d']	&syn3	0.7609999999999992
2606	2606	['&dc2', '&if -W 300 -x -K 6', '&syn3']	21.835	4.849(23%)	16.986(77%)	23.0	7274.0	0.0	7274.0	2784.0	0.0	2414.0	7196.0	armcore	['&dc2', '&if -W 300 -x -K 6']	&syn3	0.07699999999999818
2607	2607	['&syn2', '&if -W 300 -x -K 6', '&syn3']	21.184	4.719(23%)	16.465(77%)	23.0	7268.0	0.0	7268.0	2784.0	0.0	2414.0	7195.0	armcore	['&syn2', '&if -W 300 -x -K 6']	&syn3	-0.8290000000000006
2608	2608	['&syn3', '&if -W 300 -x -K 6', '&syn3']	21.771	4.719(22%)	17.052(78%)	22.0	7207.0	0.0	7207.0	2784.0	0.0	2414.0	7163.0	armcore	['&syn3', '&if -W 300 -x -K 6']	&syn3	-0.31700000000000017
2609	2609	['&syn4', '&if -W 300 -x -K 6', '&syn3']	19.218	4.210(22%)	15.008(78%)	22.0	7686.0	0.0	7686.0	2784.0	0.0	2414.0	7203.0	armcore	['&syn4', '&if -W 300 -x -K 6']	&syn3	-0.2630000000000017
2610	2610	['&if -W 300 -K 6 -v', '&st', '&syn4']	21.253	4.719(23%)	16.534(77%)	23.0	7881.0	0.0	7881.0	2784.0	0.0	2414.0	7229.0	armcore	['&if -W 300 -K 6 -v', '&st']	&syn4	5.273999999999997
2611	2611	['&b', '&if -W 300 -x -K 6', '&syn3']	20.823	4.595(23%)	16.228(77%)	23.0	7289.0	0.0	7289.0	2784.0	0.0	2875.0	7258.0	armcore	['&b', '&if -W 300 -x -K 6']	&syn3	-0.7379999999999995
2612	2612	['&b -d', '&if -W 300 -x -K 6', '&syn3']	20.693	4.648(23%)	16.045(77%)	23.0	7282.0	0.0	7282.0	2784.0	0.0	2414.0	7238.0	armcore	['&b -d', '&if -W 300 -x -K 6']	&syn3	0.0
2613	2613	['&if -W 300 -x -K 6', '&if -W 300 -x -K 6']	24.612	5.463(23%)	19.149(77%)	23.0	7330.0	0.0	7330.0	2784.0	0.0	2880.0	7734.0	armcore	['&if -W 300 -x -K 6']	&if -W 300 -x -K 6	0.0
2614	2614	['&if -W 300 -g -K 6', '&if -W 300 -x -K 6', '&syn3']	21.112	4.613(22%)	16.499(78%)	22.0	7294.0	0.0	7294.0	2784.0	0.0	2875.0	7182.0	armcore	['&if -W 300 -g -K 6', '&if -W 300 -x -K 6']	&syn3	5.16
2615	2615	['&if -W 300 -y -K 6', '&if -W 300 -x -K 6', '&syn3']	20.125999999999998	4.347(22%)	15.779(78%)	22.0	7194.0	0.0	7194.0	2784.0	0.0	2872.0	7529.0	armcore	['&if -W 300 -y -K 6', '&if -W 300 -x -K 6']	&syn3	6.18
2616	2616	['&synch2', '&if -W 300 -x -K 6', '&syn3']	20.619	4.582(23%)	16.037(77%)	23.0	7268.0	0.0	7268.0	2784.0	0.0	2876.0	7238.0	armcore	['&synch2', '&if -W 300 -x -K 6']	&syn3	-0.5809999999999995
2617	2617	['&dch', '&if -W 300 -x -K 6', '&syn3']	21.669	4.706(22%)	16.963(78%)	22.0	7173.0	0.0	7173.0	2784.0	0.0	2876.0	7246.0	armcore	['&dch', '&if -W 300 -x -K 6']	&syn3	2.5040000000000013
2618	2618	['&dch -f', '&if -W 300 -x -K 6', '&syn3']	21.825	4.719(22%)	17.106(78%)	22.0	7213.0	0.0	7213.0	2784.0	0.0	2414.0	7268.0	armcore	['&dch -f', '&if -W 300 -x -K 6']	&syn3	2.6449999999999996
2619	2619	['&if -W 300 -K 6 -v', '&mfs', '&st', '&if -W 300 -x -K 6', '&syn3']	21.805	4.843(23%)	16.962(77%)	23.0	7216.0	0.0	7216.0	2784.0	0.0	2414.0	7268.0	armcore	['&if -W 300 -K 6 -v', '&mfs', '&st', '&if -W 300 -x -K 6']	&syn3	0.33000000000000185
2620	2620	['&if -W 300 -K 6 -v', '&st', '&if -W 300 -x -K 6', '&syn3']	21.058000000000003	4.489(22%)	16.569(78%)	22.0	7277.0	0.0	7277.0	2784.0	0.0	2414.0	7245.0	armcore	['&if -W 300 -K 6 -v', '&st', '&if -W 300 -x -K 6']	&syn3	4.229999999999997
2621	2621	['&if -W 300 -g -K 6']	22.326	4.967(23%)	17.359(77%)	23.0	7346.0	0.0	7346.0	2784.0	0.0	2876.0	7238.0	armcore	[]	&if -W 300 -g -K 6	2.285999999999998
2622	2622	['&dc2', '&b']	22.898000000000003	4.967(22%)	17.931(78%)	22.0	7473.0	0.0	7473.0	2784.0	0.0	2878.0	7144.0	armcore	['&dc2']	&b	1.713999999999995
2623	2623	['&dc2', '&if -W 300 -g -K 6', '&syn3']	21.835	4.849(23%)	16.986(77%)	23.0	7372.0	0.0	7372.0	2784.0	0.0	2875.0	7095.0	armcore	['&dc2', '&if -W 300 -g -K 6']	&syn3	-0.6550000000000011
2624	2624	['&syn2', '&if -W 300 -g -K 6', '&syn3']	20.305	4.524(23%)	15.781(77%)	23.0	7295.0	0.0	7295.0	2784.0	0.0	2877.0	7287.0	armcore	['&syn2', '&if -W 300 -g -K 6']	&syn3	0.8790000000000013
2625	2625	['&syn3', '&if -W 300 -g -K 6', '&syn3']	20.634	4.471(22%)	16.163(78%)	22.0	7233.0	0.0	7233.0	2784.0	0.0	2876.0	7209.0	armcore	['&syn3', '&if -W 300 -g -K 6']	&syn3	1.9590000000000032
2626	2626	['&syn4', '&if -W 300 -g -K 6', '&syn3']	19.354	4.353(23%)	15.001(77%)	23.0	7728.0	0.0	7728.0	2784.0	0.0	2876.0	7260.0	armcore	['&syn4', '&if -W 300 -g -K 6']	&syn3	-0.5429999999999993
2627	2627	['&b', '&if -W 300 -g -K 6', '&syn3']	22.256999999999998	4.843(22%)	17.414(78%)	22.0	7259.0	0.0	7259.0	2784.0	0.0	2881.0	7295.0	armcore	['&b', '&if -W 300 -g -K 6']	&syn3	2.857000000000003
2628	2628	['&b -d', '&if -W 300 -g -K 6', '&syn3']	22.857	4.967(22%)	17.890(78%)	22.0	7265.0	0.0	7265.0	2784.0	0.0	2414.0	7393.0	armcore	['&b -d', '&if -W 300 -g -K 6']	&syn3	0.0
2629	2629	['&if -W 300 -x -K 6', '&if -W 300 -g -K 6', '&syn3']	23.959	5.215(22%)	18.744(78%)	22.0	7279.0	0.0	7279.0	2784.0	0.0	2879.0	7329.0	armcore	['&if -W 300 -x -K 6', '&if -W 300 -g -K 6']	&syn3	1.7929999999999993
2630	2630	['&if -W 300 -g -K 6', '&if -W 300 -g -K 6']	24.612	5.463(23%)	19.149(77%)	23.0	7330.0	0.0	7330.0	2784.0	0.0	2878.0	7599.0	armcore	['&if -W 300 -g -K 6']	&if -W 300 -g -K 6	0.0
2631	2631	['&if -W 300 -y -K 6', '&if -W 300 -g -K 6', '&syn3']	20.199	4.117(21%)	16.082(79%)	21.0	7382.0	0.0	7382.0	2784.0	0.0	2879.0	7343.0	armcore	['&if -W 300 -y -K 6', '&if -W 300 -g -K 6']	&syn3	4.265000000000001
2632	2632	['&synch2', '&if -W 300 -g -K 6', '&syn3']	20.611	4.595(23%)	16.016(77%)	23.0	7263.0	0.0	7263.0	2784.0	0.0	2879.0	7377.0	armcore	['&synch2', '&if -W 300 -g -K 6']	&syn3	3.857000000000003
2633	2633	['&syn2', '&b']	21.381	4.719(23%)	16.662(77%)	23.0	7294.0	0.0	7294.0	2784.0	0.0	2414.0	7297.0	armcore	['&syn2']	&b	3.230999999999998
2634	2634	['&dch', '&if -W 300 -g -K 6', '&syn3']	21.953000000000003	4.849(23%)	17.104(77%)	23.0	7205.0	0.0	7205.0	2784.0	0.0	2414.0	7236.0	armcore	['&dch', '&if -W 300 -g -K 6']	&syn3	1.0429999999999957
2635	2635	['&dch -f', '&if -W 300 -g -K 6', '&syn3']	21.954	4.849(23%)	17.105(77%)	23.0	7240.0	0.0	7240.0	2784.0	0.0	2877.0	7287.0	armcore	['&dch -f', '&if -W 300 -g -K 6']	&syn3	1.9800000000000004
2636	2636	['&if -W 300 -K 6 -v', '&mfs', '&st', '&if -W 300 -g -K 6', '&syn3']	22.263	4.843(22%)	17.420(78%)	22.0	7230.0	0.0	7230.0	2784.0	0.0	2414.0	7309.0	armcore	['&if -W 300 -K 6 -v', '&mfs', '&st', '&if -W 300 -g -K 6']	&syn3	-0.15500000000000114
2637	2637	['&if -W 300 -K 6 -v', '&st', '&if -W 300 -g -K 6', '&syn3']	23.362	5.091(22%)	18.271(78%)	22.0	7257.0	0.0	7257.0	2784.0	0.0	2877.0	7294.0	armcore	['&if -W 300 -K 6 -v', '&st', '&if -W 300 -g -K 6']	&syn3	-1.421999999999997
2638	2638	['&dc2', '&if -W 300 -y -K 6', '&syn3']	21.263	4.725(23%)	16.538(77%)	23.0	7357.0	0.0	7357.0	2784.0	0.0	2880.0	7256.0	armcore	['&dc2', '&if -W 300 -y -K 6']	&syn3	-0.08800000000000097
2639	2639	['&syn2', '&if -W 300 -y -K 6', '&syn3']	20.991	4.582(22%)	16.409(78%)	22.0	7230.0	0.0	7230.0	2784.0	0.0	2881.0	7216.0	armcore	['&syn2', '&if -W 300 -y -K 6']	&syn3	-0.23000000000000043
2640	2640	['&syn3', '&if -W 300 -y -K 6', '&syn3']	20.748	4.471(22%)	16.277(78%)	22.0	7232.0	0.0	7232.0	2784.0	0.0	2877.0	7261.0	armcore	['&syn3', '&if -W 300 -y -K 6']	&syn3	0.3889999999999958
2641	2641	['&syn4', '&if -W 300 -y -K 6', '&syn3']	19.317999999999998	3.962(21%)	15.356(79%)	21.0	7667.0	0.0	7667.0	2784.0	0.0	2878.0	7276.0	armcore	['&syn4', '&if -W 300 -y -K 6']	&syn3	-0.9129999999999967
2642	2642	['&b', '&if -W 300 -y -K 6', '&syn3']	23.439	5.091(22%)	18.348(78%)	22.0	7324.0	0.0	7324.0	2784.0	0.0	2879.0	7245.0	armcore	['&b', '&if -W 300 -y -K 6']	&syn3	2.5470000000000006
2643	2643	['&b -d', '&if -W 300 -y -K 6', '&syn3']	21.116	4.595(22%)	16.521(78%)	22.0	7307.0	0.0	7307.0	2784.0	0.0	2414.0	7295.0	armcore	['&b -d', '&if -W 300 -y -K 6']	&syn3	0.0
2644	2644	['&syn3', '&b']	22.570999999999998	4.967(23%)	17.604(77%)	23.0	7251.0	0.0	7251.0	2784.0	0.0	2879.0	7296.0	armcore	['&syn3']	&b	2.0410000000000004
2645	2645	['&if -W 300 -x -K 6', '&if -W 300 -y -K 6', '&syn3']	22.278000000000002	4.843(22%)	17.435(78%)	22.0	7277.0	0.0	7277.0	2784.0	0.0	2877.0	7691.0	armcore	['&if -W 300 -x -K 6', '&if -W 300 -y -K 6']	&syn3	0.9349999999999987
2646	2646	['&if -W 300 -g -K 6', '&if -W 300 -y -K 6', '&syn3']	22.173000000000002	4.719(22%)	17.454(78%)	22.0	7255.0	0.0	7255.0	2784.0	0.0	2414.0	7255.0	armcore	['&if -W 300 -g -K 6', '&if -W 300 -y -K 6']	&syn3	-1.147000000000002
2647	2647	['&if -W 300 -y -K 6', '&if -W 300 -y -K 6']	24.612	5.463(23%)	19.149(77%)	23.0	7330.0	0.0	7330.0	2784.0	0.0	2877.0	7367.0	armcore	['&if -W 300 -y -K 6']	&if -W 300 -y -K 6	0.0
2648	2648	['&synch2', '&if -W 300 -y -K 6', '&syn3']	20.65	4.582(23%)	16.068(77%)	23.0	7223.0	0.0	7223.0	2784.0	0.0	2878.0	7402.0	armcore	['&synch2', '&if -W 300 -y -K 6']	&syn3	-0.8559999999999981
2649	2649	['&dch', '&if -W 300 -y -K 6', '&syn3']	21.953000000000003	4.849(23%)	17.104(77%)	23.0	7236.0	0.0	7236.0	2784.0	0.0	2414.0	7328.0	armcore	['&dch', '&if -W 300 -y -K 6']	&syn3	0.9679999999999964
2650	2650	['&dch -f', '&if -W 300 -y -K 6', '&syn3']	21.374000000000002	4.725(23%)	16.649(77%)	23.0	7186.0	0.0	7186.0	2784.0	0.0	2414.0	7296.0	armcore	['&dch -f', '&if -W 300 -y -K 6']	&syn3	-0.568000000000005
2651	2651	['&if -W 300 -K 6 -v', '&mfs', '&st', '&if -W 300 -y -K 6', '&syn3']	20.384	4.581(23%)	15.803(77%)	23.0	7214.0	0.0	7214.0	2784.0	0.0	2414.0	7307.0	armcore	['&if -W 300 -K 6 -v', '&mfs', '&st', '&if -W 300 -y -K 6']	&syn3	1.6090000000000018
2652	2652	['&if -W 300 -K 6 -v', '&st', '&if -W 300 -y -K 6', '&syn3']	21.694000000000003	4.719(22%)	16.975(78%)	22.0	7242.0	0.0	7242.0	2784.0	0.0	2877.0	7345.0	armcore	['&if -W 300 -K 6 -v', '&st', '&if -W 300 -y -K 6']	&syn3	1.8789999999999978
2653	2653	['&dc2', '&synch2', '&syn3']	21.361	4.737(23%)	16.624(77%)	23.0	7271.0	0.0	7271.0	2784.0	0.0	2881.0	7242.0	armcore	['&dc2', '&synch2']	&syn3	2.9709999999999965
2654	2654	['&syn2', '&synch2', '&syn3']	20.285	4.458(22%)	15.827(78%)	22.0	7288.0	0.0	7288.0	2784.0	0.0	2879.0	7183.0	armcore	['&syn2', '&synch2']	&syn3	0.8880000000000017
2655	2655	['&syn4', '&b']	20.72	4.595(23%)	16.125(77%)	23.0	7774.0	0.0	7774.0	2784.0	0.0	2877.0	7214.0	armcore	['&syn4']	&b	3.8919999999999995
2656	2656	['&syn3', '&synch2', '&syn3']	20.313	4.524(23%)	15.789(77%)	23.0	7211.0	0.0	7211.0	2784.0	0.0	2876.0	7236.0	armcore	['&syn3', '&synch2']	&syn3	1.331000000000003
2657	2657	['&syn4', '&synch2', '&syn3']	18.289	3.962(22%)	14.327(78%)	22.0	7597.0	0.0	7597.0	2784.0	0.0	2414.0	7269.0	armcore	['&syn4', '&synch2']	&syn3	1.7169999999999987
2658	2658	['&b', '&synch2', '&syn3']	21.204	4.489(22%)	16.715(78%)	22.0	7259.0	0.0	7259.0	2784.0	0.0	2877.0	7254.0	armcore	['&b', '&synch2']	&syn3	0.5060000000000002
2659	2659	['&b -d', '&synch2', '&syn3']	21.204	4.489(22%)	16.715(78%)	22.0	7274.0	0.0	7274.0	2784.0	0.0	2414.0	7158.0	armcore	['&b -d', '&synch2']	&syn3	0.5060000000000002
2660	2660	['&if -W 300 -x -K 6', '&synch2', '&syn3']	20.612	4.582(23%)	16.030(77%)	23.0	7288.0	0.0	7288.0	2784.0	0.0	2879.0	7115.0	armcore	['&if -W 300 -x -K 6', '&synch2']	&syn3	2.4090000000000025
2661	2661	['&if -W 300 -g -K 6', '&synch2', '&syn3']	20.6	4.595(23%)	16.005(77%)	23.0	7286.0	0.0	7286.0	2784.0	0.0	2879.0	7591.0	armcore	['&if -W 300 -g -K 6', '&synch2']	&syn3	0.9749999999999979
2662	2662	['&if -W 300 -y -K 6', '&synch2', '&syn3']	20.811	4.458(22%)	16.353(78%)	22.0	7265.0	0.0	7265.0	2784.0	0.0	2879.0	7161.0	armcore	['&if -W 300 -y -K 6', '&synch2']	&syn3	0.8580000000000005
2663	2663	['&synch2', '&synch2', '&syn3']	20.865	4.582(22%)	16.283(78%)	22.0	7263.0	0.0	7263.0	2784.0	0.0	2878.0	7159.0	armcore	['&synch2', '&synch2']	&syn3	-1.2949999999999982
2664	2664	['&dch', '&synch2', '&syn3']	21.228	4.471(22%)	16.757(78%)	22.0	7176.0	0.0	7176.0	2784.0	0.0	2414.0	7182.0	armcore	['&dch', '&synch2']	&syn3	2.952999999999996
2665	2665	['&dch -f', '&synch2', '&syn3']	21.904	4.843(23%)	17.061(77%)	23.0	7134.0	0.0	7134.0	2784.0	0.0	2414.0	7179.0	armcore	['&dch -f', '&synch2']	&syn3	-1.2049999999999983
2666	2666	['&b', '&b']	24.37	5.339(22%)	19.031(78%)	22.0	7326.0	0.0	7326.0	2784.0	0.0	2414.0	7193.0	armcore	['&b']	&b	0.24199999999999733
2667	2667	['&if -W 300 -K 6 -v', '&mfs', '&st', '&synch2', '&syn3']	20.666	4.613(23%)	16.053(77%)	23.0	7229.0	0.0	7229.0	2784.0	0.0	2878.0	7190.0	armcore	['&if -W 300 -K 6 -v', '&mfs', '&st', '&synch2']	&syn3	1.213000000000001
2668	2668	['&if -W 300 -K 6 -v', '&st', '&synch2', '&syn3']	20.736	4.524(22%)	16.212(78%)	22.0	7278.0	0.0	7278.0	2784.0	0.0	2414.0	7244.0	armcore	['&if -W 300 -K 6 -v', '&st', '&synch2']	&syn3	1.7220000000000013
2669	2669	['&dc2', '&dch', '&syn3']	23.236	5.091(22%)	18.145(78%)	22.0	7314.0	0.0	7314.0	2784.0	0.0	2879.0	7047.0	armcore	['&dc2', '&dch']	&syn3	2.5649999999999977
2670	2670	['&syn2', '&dch', '&syn3']	21.061	4.582(22%)	16.479(78%)	22.0	7455.0	0.0	7455.0	2784.0	0.0	2877.0	7073.0	armcore	['&syn2', '&dch']	&syn3	0.10900000000000176
2671	2671	['&syn3', '&dch', '&syn3']	20.86	4.524(22%)	16.336(78%)	22.0	7375.0	0.0	7375.0	2784.0	0.0	2879.0	7167.0	armcore	['&syn3', '&dch']	&syn3	0.3130000000000024
2672	2672	['&syn4', '&dch', '&syn3']	19.743	4.210(22%)	15.533(78%)	22.0	7652.0	0.0	7652.0	2784.0	0.0	2879.0	7196.0	armcore	['&syn4', '&dch']	&syn3	0.2579999999999991
2673	2673	['&b', '&dch', '&syn3']	20.915	4.648(23%)	16.267(77%)	23.0	7362.0	0.0	7362.0	2784.0	0.0	2877.0	7259.0	armcore	['&b', '&dch']	&syn3	5.993000000000002
2674	2674	['&b -d', '&dch', '&syn3']	21.715	4.719(22%)	16.996(78%)	22.0	7407.0	0.0	7407.0	2784.0	0.0	2414.0	7205.0	armcore	['&b -d', '&dch']	&syn3	0.7759999999999998
2675	2675	['&if -W 300 -x -K 6', '&dch', '&syn3']	22.927	4.967(22%)	17.960(78%)	22.0	7301.0	0.0	7301.0	2784.0	0.0	2879.0	7181.0	armcore	['&if -W 300 -x -K 6', '&dch']	&syn3	6.414999999999999
2676	2676	['&if -W 300 -g -K 6', '&dch', '&syn3']	23.808000000000003	5.215(22%)	18.593(78%)	22.0	7212.0	0.0	7212.0	2784.0	0.0	2879.0	7585.0	armcore	['&if -W 300 -g -K 6', '&dch']	&syn3	2.6949999999999967
2677	2677	['&b -d', '&b']	24.458000000000002	5.339(22%)	19.119(78%)	22.0	7310.0	0.0	7310.0	2784.0	0.0	2880.0	7202.0	armcore	['&b -d']	&b	0.15399999999999636
2678	2678	['&if -W 300 -y -K 6', '&dch', '&syn3']	23.506999999999998	5.091(22%)	18.416(78%)	22.0	7330.0	0.0	7330.0	2784.0	0.0	2878.0	7204.0	armcore	['&if -W 300 -y -K 6', '&dch']	&syn3	3.4190000000000005
2679	2679	['&synch2', '&dch', '&syn3']	20.44	4.582(23%)	15.858(77%)	23.0	7331.0	0.0	7331.0	2784.0	0.0	2876.0	7177.0	armcore	['&synch2', '&dch']	&syn3	-0.29900000000000304
2680	2680	['&dch', '&dch', '&syn3']	22.29	4.843(22%)	17.447(78%)	22.0	7278.0	0.0	7278.0	2784.0	0.0	2414.0	7209.0	armcore	['&dch', '&dch']	&syn3	1.1469999999999985
2681	2681	['&dch -f', '&dch', '&syn3']	23.441	5.091(22%)	18.350(78%)	22.0	7250.0	0.0	7250.0	2784.0	0.0	2414.0	7215.0	armcore	['&dch -f', '&dch']	&syn3	0.4440000000000026
2682	2682	['&if -W 300 -K 6 -v', '&mfs', '&st', '&dch', '&syn3']	21.464000000000002	4.829(23%)	16.635(77%)	23.0	7272.0	0.0	7272.0	2784.0	0.0	2414.0	7207.0	armcore	['&if -W 300 -K 6 -v', '&mfs', '&st', '&dch']	&syn3	-0.6440000000000019
2683	2683	['&if -W 300 -K 6 -v', '&st', '&dch', '&syn3']	20.487	4.471(22%)	16.016(78%)	22.0	7226.0	0.0	7226.0	2784.0	0.0	2876.0	7210.0	armcore	['&if -W 300 -K 6 -v', '&st', '&dch']	&syn3	3.676000000000002
2684	2684	['&dc2', '&dch -f', '&syn3']	21.818	4.719(22%)	17.099(78%)	22.0	7271.0	0.0	7271.0	2784.0	0.0	2879.0	7116.0	armcore	['&dc2', '&dch -f']	&syn3	2.995000000000001
2685	2685	['&syn2', '&dch -f', '&syn3']	22.345	4.830(22%)	17.515(78%)	22.0	7340.0	0.0	7340.0	2784.0	0.0	2876.0	7084.0	armcore	['&syn2', '&dch -f']	&syn3	-1.1739999999999995
2686	2686	['&syn3', '&dch -f', '&syn3']	20.918000000000003	4.458(22%)	16.460(78%)	22.0	7311.0	0.0	7311.0	2784.0	0.0	2878.0	7193.0	armcore	['&syn3', '&dch -f']	&syn3	1.2409999999999997
2687	2687	['&syn4', '&dch -f', '&syn3']	19.74	4.458(23%)	15.282(77%)	23.0	7745.0	0.0	7745.0	2784.0	0.0	2878.0	7222.0	armcore	['&syn4', '&dch -f']	&syn3	0.3520000000000003
2688	2688	['&if -W 300 -x -K 6', '&b']	23.76	5.215(22%)	18.545(78%)	22.0	7292.0	0.0	7292.0	2784.0	0.0	2879.0	7603.0	armcore	['&if -W 300 -x -K 6']	&b	0.8519999999999968
2689	2689	['&b', '&dch -f', '&syn3']	21.323	4.772(23%)	16.551(77%)	23.0	7382.0	0.0	7382.0	2784.0	0.0	2414.0	7664.0	armcore	['&b', '&dch -f']	&syn3	5.390000000000001
2690	2690	['&b -d', '&dch -f', '&syn3']	21.683000000000003	4.595(22%)	17.088(78%)	22.0	7443.0	0.0	7443.0	2784.0	0.0	2414.0	7217.0	armcore	['&b -d', '&dch -f']	&syn3	3.420999999999996
2691	2691	['&if -W 300 -x -K 6', '&dch -f', '&syn3']	21.148000000000003	4.595(22%)	16.553(78%)	22.0	7337.0	0.0	7337.0	2784.0	0.0	2879.0	7377.0	armcore	['&if -W 300 -x -K 6', '&dch -f']	&syn3	7.023999999999994
2692	2692	['&if -W 300 -g -K 6', '&dch -f', '&syn3']	23.183000000000003	5.091(22%)	18.092(78%)	22.0	7293.0	0.0	7293.0	2784.0	0.0	2880.0	7701.0	armcore	['&if -W 300 -g -K 6', '&dch -f']	&syn3	4.272999999999996
